id:ID,labels:LABEL,properties:JSON
"ux.view.requires.ux.errorconfig",SpecRelationship,"{""id"":""ux.view.requires.ux.errorconfig"",""source_spec_node_id"":""ux.view"",""source_layer"":""ux"",""destination_spec_node_id"":""ux.errorconfig"",""destination_layer"":""ux"",""predicate"":""requires"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"ux.view.uses.ux.layoutconfig",SpecRelationship,"{""id"":""ux.view.uses.ux.layoutconfig"",""source_spec_node_id"":""ux.view"",""source_layer"":""ux"",""destination_spec_node_id"":""ux.layoutconfig"",""destination_layer"":""ux"",""predicate"":""uses"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"testing.contextvariation.references.testing.environmentfactor",SpecRelationship,"{""id"":""testing.contextvariation.references.testing.environmentfactor"",""source_spec_node_id"":""testing.contextvariation"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.environmentfactor"",""destination_layer"":""testing"",""predicate"":""references"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"testing.contextvariation.serves.testing.testcoveragetarget",SpecRelationship,"{""id"":""testing.contextvariation.serves.testing.testcoveragetarget"",""source_spec_node_id"":""testing.contextvariation"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.testcoveragetarget"",""destination_layer"":""testing"",""predicate"":""serves"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"testing.coverageexclusion.references.testing.coveragerequirement",SpecRelationship,"{""id"":""testing.coverageexclusion.references.testing.coveragerequirement"",""source_spec_node_id"":""testing.coverageexclusion"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.coveragerequirement"",""destination_layer"":""testing"",""predicate"":""references"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"testing.coverageexclusion.references.testing.testcoveragetarget",SpecRelationship,"{""id"":""testing.coverageexclusion.references.testing.testcoveragetarget"",""source_spec_node_id"":""testing.coverageexclusion"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.testcoveragetarget"",""destination_layer"":""testing"",""predicate"":""references"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"testing.coveragegap.flows-to.testing.coverageexclusion",SpecRelationship,"{""id"":""testing.coveragegap.flows-to.testing.coverageexclusion"",""source_spec_node_id"":""testing.coveragegap"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.coverageexclusion"",""destination_layer"":""testing"",""predicate"":""flows-to"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"testing.coveragegap.references.testing.testcoveragetarget",SpecRelationship,"{""id"":""testing.coveragegap.references.testing.testcoveragetarget"",""source_spec_node_id"":""testing.coveragegap"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.testcoveragetarget"",""destination_layer"":""testing"",""predicate"":""references"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"testing.coveragegap.triggers.testing.coveragerequirement",SpecRelationship,"{""id"":""testing.coveragegap.triggers.testing.coveragerequirement"",""source_spec_node_id"":""testing.coveragegap"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.coveragerequirement"",""destination_layer"":""testing"",""predicate"":""triggers"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"testing.coveragegap.triggers.testing.partitionvalue",SpecRelationship,"{""id"":""testing.coveragegap.triggers.testing.partitionvalue"",""source_spec_node_id"":""testing.coveragegap"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.partitionvalue"",""destination_layer"":""testing"",""predicate"":""triggers"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"testing.coveragerequirement.accesses.testing.inputpartitionselection",SpecRelationship,"{""id"":""testing.coveragerequirement.accesses.testing.inputpartitionselection"",""source_spec_node_id"":""testing.coveragerequirement"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.inputpartitionselection"",""destination_layer"":""testing"",""predicate"":""accesses"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"testing.coveragerequirement.accesses.testing.inputselection",SpecRelationship,"{""id"":""testing.coveragerequirement.accesses.testing.inputselection"",""source_spec_node_id"":""testing.coveragerequirement"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.inputselection"",""destination_layer"":""testing"",""predicate"":""accesses"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"testing.coveragerequirement.aggregates.testing.contextvariation",SpecRelationship,"{""id"":""testing.coveragerequirement.aggregates.testing.contextvariation"",""source_spec_node_id"":""testing.coveragerequirement"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.contextvariation"",""destination_layer"":""testing"",""predicate"":""aggregates"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"testing.coveragerequirement.aggregates.testing.coverageexclusion",SpecRelationship,"{""id"":""testing.coveragerequirement.aggregates.testing.coverageexclusion"",""source_spec_node_id"":""testing.coveragerequirement"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.coverageexclusion"",""destination_layer"":""testing"",""predicate"":""aggregates"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"testing.coveragerequirement.aggregates.testing.partitionvalue",SpecRelationship,"{""id"":""testing.coveragerequirement.aggregates.testing.partitionvalue"",""source_spec_node_id"":""testing.coveragerequirement"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.partitionvalue"",""destination_layer"":""testing"",""predicate"":""aggregates"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"testing.coveragerequirement.composes.testing.inputpartitionselection",SpecRelationship,"{""id"":""testing.coveragerequirement.composes.testing.inputpartitionselection"",""source_spec_node_id"":""testing.coveragerequirement"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.inputpartitionselection"",""destination_layer"":""testing"",""predicate"":""composes"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"testing.coveragerequirement.composes.testing.outcomecategory",SpecRelationship,"{""id"":""testing.coveragerequirement.composes.testing.outcomecategory"",""source_spec_node_id"":""testing.coveragerequirement"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.outcomecategory"",""destination_layer"":""testing"",""predicate"":""composes"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"testing.coveragerequirement.composes.testing.testcoveragetarget",SpecRelationship,"{""id"":""testing.coveragerequirement.composes.testing.testcoveragetarget"",""source_spec_node_id"":""testing.coveragerequirement"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.testcoveragetarget"",""destination_layer"":""testing"",""predicate"":""composes"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"testing.coveragerequirement.constrained-by.motivation.constraint",SpecRelationship,"{""id"":""testing.coveragerequirement.constrained-by.motivation.constraint"",""source_spec_node_id"":""testing.coveragerequirement"",""source_layer"":""testing"",""destination_spec_node_id"":""motivation.constraint"",""destination_layer"":""motivation"",""predicate"":""constrained-by"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"testing.coveragerequirement.depends-on.testing.contextvariation",SpecRelationship,"{""id"":""testing.coveragerequirement.depends-on.testing.contextvariation"",""source_spec_node_id"":""testing.coveragerequirement"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.contextvariation"",""destination_layer"":""testing"",""predicate"":""depends-on"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"testing.coveragerequirement.depends-on.testing.inputspacepartition",SpecRelationship,"{""id"":""testing.coveragerequirement.depends-on.testing.inputspacepartition"",""source_spec_node_id"":""testing.coveragerequirement"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.inputspacepartition"",""destination_layer"":""testing"",""predicate"":""depends-on"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"testing.coveragerequirement.depends-on.testing.outcomecategory",SpecRelationship,"{""id"":""testing.coveragerequirement.depends-on.testing.outcomecategory"",""source_spec_node_id"":""testing.coveragerequirement"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.outcomecategory"",""destination_layer"":""testing"",""predicate"":""depends-on"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"testing.coveragerequirement.flows-to.testing.coveragerequirement",SpecRelationship,"{""id"":""testing.coveragerequirement.flows-to.testing.coveragerequirement"",""source_spec_node_id"":""testing.coveragerequirement"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.coveragerequirement"",""destination_layer"":""testing"",""predicate"":""flows-to"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"testing.coveragerequirement.flows-to.testing.testcasesketch",SpecRelationship,"{""id"":""testing.coveragerequirement.flows-to.testing.testcasesketch"",""source_spec_node_id"":""testing.coveragerequirement"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.testcasesketch"",""destination_layer"":""testing"",""predicate"":""flows-to"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"testing.coveragerequirement.fulfills-requirements.motivation.requirement",SpecRelationship,"{""id"":""testing.coveragerequirement.fulfills-requirements.motivation.requirement"",""source_spec_node_id"":""testing.coveragerequirement"",""source_layer"":""testing"",""destination_spec_node_id"":""motivation.requirement"",""destination_layer"":""motivation"",""predicate"":""fulfills-requirements"",""cardinality"":""many-to-many"",""strength"":""high"",""required"":false}"
"testing.coveragerequirement.references.testing.coveragerequirement",SpecRelationship,"{""id"":""testing.coveragerequirement.references.testing.coveragerequirement"",""source_spec_node_id"":""testing.coveragerequirement"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.coveragerequirement"",""destination_layer"":""testing"",""predicate"":""references"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"testing.coveragerequirement.references.testing.partitionvalue",SpecRelationship,"{""id"":""testing.coveragerequirement.references.testing.partitionvalue"",""source_spec_node_id"":""testing.coveragerequirement"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.partitionvalue"",""destination_layer"":""testing"",""predicate"":""references"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"testing.coveragerequirement.references.testing.testcoveragetarget",SpecRelationship,"{""id"":""testing.coveragerequirement.references.testing.testcoveragetarget"",""source_spec_node_id"":""testing.coveragerequirement"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.testcoveragetarget"",""destination_layer"":""testing"",""predicate"":""references"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"testing.coveragesummary.aggregates.testing.coveragerequirement",SpecRelationship,"{""id"":""testing.coveragesummary.aggregates.testing.coveragerequirement"",""source_spec_node_id"":""testing.coveragesummary"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.coveragerequirement"",""destination_layer"":""testing"",""predicate"":""aggregates"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"testing.coveragesummary.aggregates.testing.targetcoveragesummary",SpecRelationship,"{""id"":""testing.coveragesummary.aggregates.testing.targetcoveragesummary"",""source_spec_node_id"":""testing.coveragesummary"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.targetcoveragesummary"",""destination_layer"":""testing"",""predicate"":""aggregates"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"testing.coveragesummary.aggregates.testing.testcasesketch",SpecRelationship,"{""id"":""testing.coveragesummary.aggregates.testing.testcasesketch"",""source_spec_node_id"":""testing.coveragesummary"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.testcasesketch"",""destination_layer"":""testing"",""predicate"":""aggregates"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"testing.coveragesummary.aggregates.testing.testcoveragemodel",SpecRelationship,"{""id"":""testing.coveragesummary.aggregates.testing.testcoveragemodel"",""source_spec_node_id"":""testing.coveragesummary"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.testcoveragemodel"",""destination_layer"":""testing"",""predicate"":""aggregates"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"testing.coveragesummary.depends-on.testing.testcoveragetarget",SpecRelationship,"{""id"":""testing.coveragesummary.depends-on.testing.testcoveragetarget"",""source_spec_node_id"":""testing.coveragesummary"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.testcoveragetarget"",""destination_layer"":""testing"",""predicate"":""depends-on"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"testing.coveragesummary.references.testing.coverageexclusion",SpecRelationship,"{""id"":""testing.coveragesummary.references.testing.coverageexclusion"",""source_spec_node_id"":""testing.coveragesummary"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.coverageexclusion"",""destination_layer"":""testing"",""predicate"":""references"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"testing.coveragesummary.references.testing.coveragegap",SpecRelationship,"{""id"":""testing.coveragesummary.references.testing.coveragegap"",""source_spec_node_id"":""testing.coveragesummary"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.coveragegap"",""destination_layer"":""testing"",""predicate"":""references"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"testing.coveragesummary.references.testing.testcoveragemodel",SpecRelationship,"{""id"":""testing.coveragesummary.references.testing.testcoveragemodel"",""source_spec_node_id"":""testing.coveragesummary"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.testcoveragemodel"",""destination_layer"":""testing"",""predicate"":""references"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"testing.coveragesummary.serves.testing.testcoveragemodel",SpecRelationship,"{""id"":""testing.coveragesummary.serves.testing.testcoveragemodel"",""source_spec_node_id"":""testing.coveragesummary"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.testcoveragemodel"",""destination_layer"":""testing"",""predicate"":""serves"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"testing.coveragesummary.validates.testing.coveragerequirement",SpecRelationship,"{""id"":""testing.coveragesummary.validates.testing.coveragerequirement"",""source_spec_node_id"":""testing.coveragesummary"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.coveragerequirement"",""destination_layer"":""testing"",""predicate"":""validates"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"testing.environmentfactor.composes.testing.contextvariation",SpecRelationship,"{""id"":""testing.environmentfactor.composes.testing.contextvariation"",""source_spec_node_id"":""testing.environmentfactor"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.contextvariation"",""destination_layer"":""testing"",""predicate"":""composes"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"testing.environmentfactor.composes.testing.inputspacepartition",SpecRelationship,"{""id"":""testing.environmentfactor.composes.testing.inputspacepartition"",""source_spec_node_id"":""testing.environmentfactor"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.inputspacepartition"",""destination_layer"":""testing"",""predicate"":""composes"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"testing.environmentfactor.flows-to.testing.coveragesummary",SpecRelationship,"{""id"":""testing.environmentfactor.flows-to.testing.coveragesummary"",""source_spec_node_id"":""testing.environmentfactor"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.coveragesummary"",""destination_layer"":""testing"",""predicate"":""flows-to"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"testing.environmentfactor.references.testing.partitionvalue",SpecRelationship,"{""id"":""testing.environmentfactor.references.testing.partitionvalue"",""source_spec_node_id"":""testing.environmentfactor"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.partitionvalue"",""destination_layer"":""testing"",""predicate"":""references"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"testing.environmentfactor.serves.testing.coveragerequirement",SpecRelationship,"{""id"":""testing.environmentfactor.serves.testing.coveragerequirement"",""source_spec_node_id"":""testing.environmentfactor"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.coveragerequirement"",""destination_layer"":""testing"",""predicate"":""serves"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"testing.environmentfactor.serves.testing.testcasesketch",SpecRelationship,"{""id"":""testing.environmentfactor.serves.testing.testcasesketch"",""source_spec_node_id"":""testing.environmentfactor"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.testcasesketch"",""destination_layer"":""testing"",""predicate"":""serves"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"testing.environmentfactor.serves.testing.testcoveragemodel",SpecRelationship,"{""id"":""testing.environmentfactor.serves.testing.testcoveragemodel"",""source_spec_node_id"":""testing.environmentfactor"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.testcoveragemodel"",""destination_layer"":""testing"",""predicate"":""serves"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"testing.inputpartitionselection.aggregates.testing.contextvariation",SpecRelationship,"{""id"":""testing.inputpartitionselection.aggregates.testing.contextvariation"",""source_spec_node_id"":""testing.inputpartitionselection"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.contextvariation"",""destination_layer"":""testing"",""predicate"":""aggregates"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"testing.inputpartitionselection.aggregates.testing.partitionvalue",SpecRelationship,"{""id"":""testing.inputpartitionselection.aggregates.testing.partitionvalue"",""source_spec_node_id"":""testing.inputpartitionselection"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.partitionvalue"",""destination_layer"":""testing"",""predicate"":""aggregates"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"testing.inputselection.references.testing.coveragerequirement",SpecRelationship,"{""id"":""testing.inputselection.references.testing.coveragerequirement"",""source_spec_node_id"":""testing.inputselection"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.coveragerequirement"",""destination_layer"":""testing"",""predicate"":""references"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"testing.inputselection.references.testing.partitionvalue",SpecRelationship,"{""id"":""testing.inputselection.references.testing.partitionvalue"",""source_spec_node_id"":""testing.inputselection"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.partitionvalue"",""destination_layer"":""testing"",""predicate"":""references"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"testing.inputselection.references.testing.testcoveragetarget",SpecRelationship,"{""id"":""testing.inputselection.references.testing.testcoveragetarget"",""source_spec_node_id"":""testing.inputselection"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.testcoveragetarget"",""destination_layer"":""testing"",""predicate"":""references"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"testing.inputspacepartition.composes.partitionvalue",SpecRelationship,"{""id"":""testing.inputspacepartition.composes.partitionvalue"",""source_spec_node_id"":""testing.inputspacepartition"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.partitionvalue"",""destination_layer"":""testing"",""predicate"":""composes"",""cardinality"":""one-to-many"",""strength"":""high"",""required"":false}"
"testing.inputspacepartition.depends-on.inputspacepartition",SpecRelationship,"{""id"":""testing.inputspacepartition.depends-on.inputspacepartition"",""source_spec_node_id"":""testing.inputspacepartition"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.inputspacepartition"",""destination_layer"":""testing"",""predicate"":""depends-on"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"testing.inputspacepartition.serves.testing.testcoveragetarget",SpecRelationship,"{""id"":""testing.inputspacepartition.serves.testing.testcoveragetarget"",""source_spec_node_id"":""testing.inputspacepartition"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.testcoveragetarget"",""destination_layer"":""testing"",""predicate"":""serves"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"testing.outcomecategory.aggregates.testing.testcasesketch",SpecRelationship,"{""id"":""testing.outcomecategory.aggregates.testing.testcasesketch"",""source_spec_node_id"":""testing.outcomecategory"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.testcasesketch"",""destination_layer"":""testing"",""predicate"":""aggregates"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"testing.outcomecategory.constrained-by.testing.environmentfactor",SpecRelationship,"{""id"":""testing.outcomecategory.constrained-by.testing.environmentfactor"",""source_spec_node_id"":""testing.outcomecategory"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.environmentfactor"",""destination_layer"":""testing"",""predicate"":""constrained-by"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"testing.outcomecategory.flows-to.testing.coveragesummary",SpecRelationship,"{""id"":""testing.outcomecategory.flows-to.testing.coveragesummary"",""source_spec_node_id"":""testing.outcomecategory"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.coveragesummary"",""destination_layer"":""testing"",""predicate"":""flows-to"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"testing.outcomecategory.references.testing.targetinputfield",SpecRelationship,"{""id"":""testing.outcomecategory.references.testing.targetinputfield"",""source_spec_node_id"":""testing.outcomecategory"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.targetinputfield"",""destination_layer"":""testing"",""predicate"":""references"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"testing.outcomecategory.serves.testing.coveragerequirement",SpecRelationship,"{""id"":""testing.outcomecategory.serves.testing.coveragerequirement"",""source_spec_node_id"":""testing.outcomecategory"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.coveragerequirement"",""destination_layer"":""testing"",""predicate"":""serves"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"testing.partitiondependency.references.testing.inputspacepartition",SpecRelationship,"{""id"":""testing.partitiondependency.references.testing.inputspacepartition"",""source_spec_node_id"":""testing.partitiondependency"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.inputspacepartition"",""destination_layer"":""testing"",""predicate"":""references"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"testing.partitiondependency.triggers.testing.coveragerequirement",SpecRelationship,"{""id"":""testing.partitiondependency.triggers.testing.coveragerequirement"",""source_spec_node_id"":""testing.partitiondependency"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.coveragerequirement"",""destination_layer"":""testing"",""predicate"":""triggers"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"testing.partitiondependency.triggers.testing.partitionvalue",SpecRelationship,"{""id"":""testing.partitiondependency.triggers.testing.partitionvalue"",""source_spec_node_id"":""testing.partitiondependency"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.partitionvalue"",""destination_layer"":""testing"",""predicate"":""triggers"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"testing.partitionvalue.composes.testing.inputspacepartition",SpecRelationship,"{""id"":""testing.partitionvalue.composes.testing.inputspacepartition"",""source_spec_node_id"":""testing.partitionvalue"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.inputspacepartition"",""destination_layer"":""testing"",""predicate"":""composes"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"testing.partitionvalue.constrained-by.testing.coveragerequirement",SpecRelationship,"{""id"":""testing.partitionvalue.constrained-by.testing.coveragerequirement"",""source_spec_node_id"":""testing.partitionvalue"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.coveragerequirement"",""destination_layer"":""testing"",""predicate"":""constrained-by"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"testing.partitionvalue.depends-on.testing.environmentfactor",SpecRelationship,"{""id"":""testing.partitionvalue.depends-on.testing.environmentfactor"",""source_spec_node_id"":""testing.partitionvalue"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.environmentfactor"",""destination_layer"":""testing"",""predicate"":""depends-on"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"testing.partitionvalue.flows-to.testing.outcomecategory",SpecRelationship,"{""id"":""testing.partitionvalue.flows-to.testing.outcomecategory"",""source_spec_node_id"":""testing.partitionvalue"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.outcomecategory"",""destination_layer"":""testing"",""predicate"":""flows-to"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"testing.partitionvalue.references.testing.coverageexclusion",SpecRelationship,"{""id"":""testing.partitionvalue.references.testing.coverageexclusion"",""source_spec_node_id"":""testing.partitionvalue"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.coverageexclusion"",""destination_layer"":""testing"",""predicate"":""references"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"testing.partitionvalue.triggers.testing.coveragegap",SpecRelationship,"{""id"":""testing.partitionvalue.triggers.testing.coveragegap"",""source_spec_node_id"":""testing.partitionvalue"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.coveragegap"",""destination_layer"":""testing"",""predicate"":""triggers"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"testing.targetcoveragesummary.references.testing.coverageexclusion",SpecRelationship,"{""id"":""testing.targetcoveragesummary.references.testing.coverageexclusion"",""source_spec_node_id"":""testing.targetcoveragesummary"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.coverageexclusion"",""destination_layer"":""testing"",""predicate"":""references"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"testing.targetcoveragesummary.references.testing.coveragegap",SpecRelationship,"{""id"":""testing.targetcoveragesummary.references.testing.coveragegap"",""source_spec_node_id"":""testing.targetcoveragesummary"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.coveragegap"",""destination_layer"":""testing"",""predicate"":""references"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"testing.targetcoveragesummary.validates.testing.coveragerequirement",SpecRelationship,"{""id"":""testing.targetcoveragesummary.validates.testing.coveragerequirement"",""source_spec_node_id"":""testing.targetcoveragesummary"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.coveragerequirement"",""destination_layer"":""testing"",""predicate"":""validates"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"testing.targetcoveragesummary.validates.testing.testcoveragetarget",SpecRelationship,"{""id"":""testing.targetcoveragesummary.validates.testing.testcoveragetarget"",""source_spec_node_id"":""testing.targetcoveragesummary"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.testcoveragetarget"",""destination_layer"":""testing"",""predicate"":""validates"",""cardinality"":""many-to-many"",""strength"":""medium"",""required"":false}"
"testing.targetinputfield.aggregates.testing.partitionvalue",SpecRelationship,"{""id"":""testing.targetinputfield.aggregates.testing.partitionvalue"",""source_spec_node_id"":""testing.targetinputfield"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.partitionvalue"",""destination_layer"":""testing"",""predicate"":""aggregates"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"testing.targetinputfield.constrained-by.testing.coveragerequirement",SpecRelationship,"{""id"":""testing.targetinputfield.constrained-by.testing.coveragerequirement"",""source_spec_node_id"":""testing.targetinputfield"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.coveragerequirement"",""destination_layer"":""testing"",""predicate"":""constrained-by"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"testing.targetinputfield.depends-on.testing.contextvariation",SpecRelationship,"{""id"":""testing.targetinputfield.depends-on.testing.contextvariation"",""source_spec_node_id"":""testing.targetinputfield"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.contextvariation"",""destination_layer"":""testing"",""predicate"":""depends-on"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"testing.targetinputfield.flows-to.testing.inputpartitionselection",SpecRelationship,"{""id"":""testing.targetinputfield.flows-to.testing.inputpartitionselection"",""source_spec_node_id"":""testing.targetinputfield"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.inputpartitionselection"",""destination_layer"":""testing"",""predicate"":""flows-to"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
"testing.targetinputfield.references.testing.inputspacepartition",SpecRelationship,"{""id"":""testing.targetinputfield.references.testing.inputspacepartition"",""source_spec_node_id"":""testing.targetinputfield"",""source_layer"":""testing"",""destination_spec_node_id"":""testing.inputspacepartition"",""destination_layer"":""testing"",""predicate"":""references"",""cardinality"":""many-to-one"",""strength"":""medium"",""required"":false}"
